datetime_utc,bz_gsm_nt,flow_speed_kms,sym_h_nt
2001-04-11 06:40:00,-1.84,537.1,-12
2001-04-11 06:45:00,-1.68,527.6,-12
2001-04-11 06:50:00,-1.73,530.5,-12
2001-04-11 06:55:00,0.23,543.5,-12
2001-04-11 07:00:00,-0.65,524.3,-11
2001-04-11 07:05:00,-1.66,509.6,-13
2001-04-11 07:10:00,-1.41,516.9,-14
2001-04-11 07:15:00,-1.15,514.4,-14
2001-04-11 07:20:00,-1.54,510.4,-15
2001-04-11 07:25:00,-1.55,507.5,-15
2001-04-11 07:30:00,-1.96,508.6,-16
2001-04-11 07:35:00,-2.29,512.3,-16
2001-04-11 07:40:00,-2.08,509.6,-16
2001-04-11 07:45:00,-1.78,507.2,-15
2001-04-11 07:50:00,-2.57,512.7,-14
2001-04-11 07:55:00,-2.96,515.8,-14
2001-04-11 08:00:00,-2.03,511.3,-13
2001-04-11 08:05:00,-1.56,512.9,-13
2001-04-11 08:10:00,-0.91,512.2,-13
2001-04-11 08:15:00,-0.63,518.8,-14
2001-04-11 08:20:00,-0.39,513.1,-15
2001-04-11 08:25:00,-1.61,516.8,-15
2001-04-11 08:30:00,-1.24,519.8,-14
2001-04-11 08:35:00,-0.94,518.2,-14
2001-04-11 08:40:00,-0.50,516.3,-13
2001-04-11 08:45:00,0.29,511.7,-14
2001-04-11 08:50:00,0.22,503.6,-13
2001-04-11 08:55:00,0.76,509.5,-12
2001-04-11 09:00:00,0.06,502.5,-12
2001-04-11 09:05:00,0.63,511.6,-13
2001-04-11 09:10:00,-0.22,512.3,-15
2001-04-11 09:15:00,-2.30,508.5,-15
2001-04-11 09:20:00,-2.53,510.6,-14
2001-04-11 09:25:00,-2.40,503.4,-14
2001-04-11 09:30:00,-1.92,510.4,-12
2001-04-11 09:35:00,-2.17,507.3,-11
2001-04-11 09:40:00,-2.38,514.5,-10
2001-04-11 09:45:00,-1.96,510.1,-11
2001-04-11 09:50:00,-2.22,508.1,-11
2001-04-11 09:55:00,-1.69,506.7,-11
2001-04-11 10:00:00,-1.28,502.6,-12
2001-04-11 10:05:00,-0.99,499.6,-13
2001-04-11 10:10:00,-1.02,501.2,-14
2001-04-11 10:15:00,0.20,500.7,-14
2001-04-11 10:20:00,0.49,498.3,-14
2001-04-11 10:25:00,0.30,500.1,-14
2001-04-11 10:30:00,-0.98,497.1,-14
2001-04-11 10:35:00,-1.43,502.4,-14
2001-04-11 10:40:00,-0.85,499.7,-14
2001-04-11 10:45:00,-0.91,498.9,-14
2001-04-11 10:50:00,-0.54,497.5,-14
2001-04-11 10:55:00,-0.43,496.9,-14
2001-04-11 11:00:00,-0.94,502.7,-14
2001-04-11 11:05:00,0.23,497.3,-14
2001-04-11 11:10:00,0.53,498.7,-14
2001-04-11 11:15:00,1.02,499.3,-14
2001-04-11 11:20:00,0.69,499.1,-14
2001-04-11 11:25:00,1.41,500.1,-13
2001-04-11 11:30:00,0.97,495.8,-13
2001-04-11 11:35:00,1.19,497.5,-12
2001-04-11 11:40:00,2.05,500.6,-11
2001-04-11 11:45:00,1.83,507.2,-10
2001-04-11 11:50:00,2.14,503.1,-10
2001-04-11 11:55:00,1.20,500.4,-10
2001-04-11 12:00:00,0.89,496.4,-10
2001-04-11 12:05:00,0.58,496.5,-10
2001-04-11 12:10:00,0.18,496.0,-10
2001-04-11 12:15:00,-0.00,497.7,-11
2001-04-11 12:20:00,-0.89,501.1,-10
2001-04-11 12:25:00,-0.75,498.6,-10
2001-04-11 12:30:00,-1.75,501.6,-9
2001-04-11 12:35:00,-0.38,497.4,-9
2001-04-11 12:40:00,-1.32,502.2,-8
2001-04-11 12:45:00,-1.49,497.9,-7
2001-04-11 12:50:00,-2.46,497.7,-6
2001-04-11 12:55:00,-3.10,505.8,-4
2001-04-11 13:00:00,-3.41,510.8,-3
2001-04-11 13:05:00,-1.95,499.4,-3
2001-04-11 13:10:00,-1.41,497.3,-3
2001-04-11 13:15:00,-1.81,496.8,-4
2001-04-11 13:20:00,-1.36,500.5,-5
2001-04-11 13:25:00,-0.87,502.8,-7
2001-04-11 13:30:00,-1.54,528.4,-7
2001-04-11 13:35:00,-1.62,524.6,-7
2001-04-11 13:40:00,-1.38,525.2,-7
2001-04-11 13:45:00,1.88,567.4,4
2001-04-11 13:50:00,0.97,577.2,7
2001-04-11 13:55:00,3.69,575.2,6
2001-04-11 14:00:00,4.53,573.0,6
2001-04-11 14:05:00,-0.23,579.2,6
2001-04-11 14:10:00,-2.26,593.0,6
2001-04-11 14:15:00,-3.74,592.8,7
2001-04-11 14:20:00,-1.48,595.8,7
2001-04-11 14:25:00,1.68,601.4,6
2001-04-11 14:30:00,0.61,591.1,6
2001-04-11 14:35:00,0.13,591.1,5
2001-04-11 14:40:00,-2.60,603.8,5
2001-04-11 14:45:00,-4.05,596.9,5
2001-04-11 14:50:00,-3.26,599.3,4
2001-04-11 14:55:00,-2.94,593.4,3
2001-04-11 15:00:00,-2.59,592.9,2
2001-04-11 15:05:00,-1.34,592.0,0
2001-04-11 15:10:00,-1.19,591.3,0
2001-04-11 15:15:00,-5.74,601.3,2
2001-04-11 15:20:00,-9.25,609.2,14
2001-04-11 15:25:00,-12.86,644.5,9
2001-04-11 15:30:00,-9.80,636.8,6
2001-04-11 15:35:00,-6.88,624.6,4
2001-04-11 15:40:00,-7.33,622.8,2
2001-04-11 15:45:00,-6.82,617.0,5
2001-04-11 15:50:00,-10.93,637.9,23
2001-04-11 15:55:00,-14.46,646.3,15
2001-04-11 16:00:00,-26.89,706.1,4
2001-04-11 16:05:00,-30.65,670.8,-24
2001-04-11 16:10:00,-22.30,661.6,-63
2001-04-11 16:15:00,-18.69,,-69
2001-04-11 16:20:00,-11.05,,-74
2001-04-11 16:25:00,-2.63,660.4,-70
2001-04-11 16:30:00,6.74,660.7,-69
2001-04-11 16:35:00,1.10,661.2,-66
2001-04-11 16:40:00,-9.15,649.8,-58
2001-04-11 16:45:00,-2.88,654.1,-55
2001-04-11 16:50:00,-5.36,664.8,-57
2001-04-11 16:55:00,-9.74,676.9,-57
2001-04-11 17:00:00,-20.58,676.6,-69
2001-04-11 17:05:00,-20.81,680.0,-77
2001-04-11 17:10:00,-22.22,674.5,-92
2001-04-11 17:15:00,-15.33,691.7,-102
2001-04-11 17:20:00,10.35,709.4,-103
2001-04-11 17:25:00,-1.48,682.2,-108
2001-04-11 17:30:00,-14.30,671.2,-99
2001-04-11 17:35:00,-17.31,671.3,-103
2001-04-11 17:40:00,-15.89,671.1,-105
2001-04-11 17:45:00,-10.17,672.7,-112
2001-04-11 17:50:00,-7.01,647.3,-112
2001-04-11 17:55:00,-5.33,638.9,-107
2001-04-11 18:00:00,-10.89,642.9,-102
2001-04-11 18:05:00,-16.76,657.4,-101
2001-04-11 18:10:00,-15.65,642.1,-102
2001-04-11 18:15:00,-2.41,648.4,-105
2001-04-11 18:20:00,-8.15,686.9,-100
2001-04-11 18:25:00,-23.12,727.4,-92
2001-04-11 18:30:00,-24.70,721.1,-79
2001-04-11 18:35:00,-15.17,724.9,-83
2001-04-11 18:40:00,18.31,678.9,-95
2001-04-11 18:45:00,15.46,678.8,-111
2001-04-11 18:50:00,11.60,662.5,-116
2001-04-11 18:55:00,2.78,654.8,-118
2001-04-11 19:00:00,6.57,659.1,-112
2001-04-11 19:05:00,18.30,687.3,-99
